Date,Open,High,Low,Close,Volume
2023-01-03,239.63391404126546,242.26606027661092,234.03443023801728,236.18353271484375,25740000
2023-01-04,228.98702252025578,229.56865462556587,222.75662742373498,225.85211181640625,50623400
2023-01-05,223.97901502036555,224.32405913730892,218.61613471710513,219.15834045410156,39585600
2023-01-06,219.83856420441145,222.55943070483693,216.2403156951828,221.74119567871094,43613600
2023-01-09,223.2396772139867,227.96177911653166,223.2002509017441,223.90017700195312,27369800
2023-01-10,224.53107791803384,228.03075315094472,224.10718117884102,225.6056365966797,27033900
2023-01-11,228.011022352562,232.60496169281598,227.83358141169916,232.42752075195312,28669300
2023-01-12,231.92478218774903,236.4990016594928,230.2488856003696,235.1287078857422,27269500
2023-01-13,233.64008902310516,235.97648509974658,231.58957504430415,235.83847045898438,21333300
2023-01-17,234.59633256143655,237.49465498416876,233.72880338933513,236.94259643554688,29831300
2023-01-18,238.14533157173298,238.94384600363722,232.18109785443568,232.46697998046875,30028700
2023-01-19,230.4657467121623,232.18108449708504,227.40968877226354,228.6419677734375,28623000
2023-01-20,231.53044010843243,237.32708540699036,231.18539596733982,236.814453125,35389800
2023-01-23,237.68196193608296,241.69425424087984,236.25250636796287,239.14097595214844,31934000
2023-01-24,239.0621278723628,240.4915685150647,237.0313344712523,238.608642578125,40234400
2023-01-25,231.15581272754005,239.8507803087476,227.62656397326631,237.19891357421875,66526600
2023-01-26,240.19580931241074,244.78974889401692,238.56920709917623,244.48414611816406,33454500
2023-01-27,245.46011123931763,246.288199074132,243.33072962767997,244.64187622070312,26498900
2023-01-30,241.04361946394923,242.1181781585796,238.76637033309314,239.26914978027344,25867400
2023-01-31,239.99865473405035,244.4348591285521,239.5057431346613,244.29684448242188,26541100
2023-02-01,244.4841489706973,251.5623521922869,241.99001752532112,249.16680908203125,31259900
2023-02-02,255.1508189198981,260.9375974486925,253.60306896568824,260.848876953125,39940400
2023-02-03,255.86058635121722,260.45452651508896,253.45517510515668,254.6874542236328,29077300
2023-02-06,253.7903059864092,254.63809942739377,251.168012881493,253.12979125976562,22518000
