Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2020-01-02,152.17479468225582,154.04367229600518,151.74351748277945,153.93824768066406,22622100,67.176977721624,68.18681335449219,67.08132380627873,68.18681335449219,27278000,71.79988089307743,72.85662080131382,71.5453946624551,72.79602813720703,135480400
2020-01-03,151.73389977126973,153.29608187585552,151.48470640409093,152.0214080810547,21116200,67.15655543577822,68.43940351728152,67.12267404619415,67.83010864257812,23408000,72.02044674653634,72.85177641142324,71.86290728239744,72.08831024169922,146322800
2020-01-06,150.5454451789613,152.4814169062096,149.99915026312553,152.41432189941406,20813700,67.33738843542059,69.66345923216974,67.30600805367692,69.63805389404297,46768000,71.20606216043667,72.7014846521864,70.95399466003437,72.66270446777344,118387200
2020-01-07,152.69226386877293,153.02769502592753,150.77546425981933,151.02464294433594,21634100,69.77008329725511,69.92153470711604,69.32669091744489,69.50354766845703,34330000,72.67240923493256,72.9293215125039,72.10041809515171,72.32097625732422,108872000
2020-01-08,152.31850456843702,154.1107225079249,151.37927666570428,153.4302520751953,27746500,69.4890894151128,70.33751521494523,69.3799878535832,69.99824523925781,35314000,72.02284254928021,73.7873000784854,72.02284254928021,73.48433685302734,132079200
2020-01-09,155.10746114385898,155.47165784386544,154.33115944039199,155.34706115722656,21385000,70.83969379325514,71.17597625297427,70.25581190329635,70.73308563232422,33200000,74.46596520579479,75.23912826515743,74.21390502463187,75.04523468017578,170108400
2020-01-10,156.04669262964345,156.43004677416292,154.47490261465322,154.6282501220703,20725900,71.21533908846308,71.48784974028622,70.72362186567442,71.18992614746094,26258000,75.2803190714048,75.78202805010778,74.71074661224186,75.21487426757812,140644800
2020-01-13,155.030776752035,156.5162996578353,154.55157675816542,156.487548828125,21626500,71.50328944184061,71.81366484523728,71.01107809709713,71.7414321899414,30730000,75.53238647587344,76.84845721797936,75.41361983783602,76.82179260253906,121532000
2020-01-14,156.5929853057653,156.79425575304825,154.99245895955565,155.38540649414062,23477400,71.73993876603046,71.8709640363411,71.13064389247113,71.2711410522461,26076000,76.75876592649786,76.96962714842209,75.66082749092855,75.78443145751953,161954400
2020-01-15,155.85503711506982,157.12013240891744,155.8071288039004,156.39173889160156,21417900,71.39219885923909,71.77879789678663,71.32444368341595,71.70008087158203,21550000,75.58328240864935,76.46793372841316,75.0258255219773,75.45967102050781,121923600
2020-01-16,157.5130891204335,159.3244650330803,157.20639401664926,159.2573699951172,23865400,72.0114554841839,72.27301191223528,71.73994064880996,72.24610900878906,26080000,76.00500479670342,76.51641067102332,75.64144885255202,76.40491485595703,108829200
2020-01-17,160.4553009526347,160.50322386988535,158.5480799886205,160.14862060546875,34371700,72.86286877720866,73.76011367358568,72.56445103890334,73.70880126953125,52424000,76.65456395302934,77.2532197632974,76.34675588571396,77.25080108642578,137816400
2020-01-21,159.7460828374165,161.19327599619018,159.50648287062842,159.57357788085938,29517200,73.6828837377684,74.22492509167162,73.24497234103121,73.84480285644531,48930000,76.87754064068325,77.32107563862897,76.589118999561,76.7272720336914,110843200
2020-01-22,160.43617733505658,160.52244446178088,158.78772792691694,158.80690002441406,24138800,74.21745513521142,74.75799134476836,73.8652316275804,73.92550659179688,28458000,77.21443197966312,77.55617545523555,76.90662394261042,77.00115203857422,101832400
2020-01-23,159.27651870945306,159.8611433691807,158.39479235157336,159.7844696044922,19680800,74.10885083507527,74.4052768729522,73.74865298533626,73.96636199951172,26650000,77.05447382667461,77.45195781305532,76.5042877636116,77.37197875976562,104472000
2020-01-24,160.54158086638384,160.5607529613649,157.60887916729885,158.17433166503906,24918100,74.37140017843792,74.44015119797305,72.89475082044622,73.04371643066406,29786000,77.61920173441393,78.3657000922343,76.95752718801279,77.14900207519531,146537600
2020-01-27,154.44616280552003,156.5834054545875,153.53568567930176,155.52915954589844,32078100,71.31846997752507,71.56955866813779,70.71863939255725,71.32793426513672,34132000,75.14944474699271,75.56389649627694,73.8939665284428,74.88041687011719,161940000
2020-01-28,156.9667541408438,158.86438208614229,156.28629831594466,158.57687377929688,24899900,71.82662476293184,72.47726605072009,71.25967970809778,72.26304626464844,29724000,75.76506778148637,77.17081461349557,75.66569492593983,76.99873352050781,162234000
2020-01-29,160.85783771292105,161.72998514256625,158.79728375182458,161.0495147705078,34754500,72.65960189593662,72.94258029676281,72.00846650513019,72.5719223022461,21566000,78.63716113897716,79.46121987792021,77.89308146084672,78.6104965209961,216229200
2020-01-30,166.80951825203667,166.80951825203667,163.68512498018404,165.59234619140625,51597500,71.64527362080143,72.49967445504653,71.49083470637075,72.44985961914062,27110000,77.6894985639716,78.5499115052326,77.25565298284903,78.49658966064453,126743200
2020-01-31,165.0460955771668,165.2281793207252,162.52549851349957,163.14845275878906,36142700,73.12790379399927,73.21807678829367,71.09527131841374,71.38024139404297,43822000,77.78400462606156,78.20815322919047,74.72044370453256,75.0161361694336,199588400
2020-02-03,163.3401018308113,167.24079677512617,163.3113510012876,167.12579345703125,30107000,72.81851903680833,74.04657296301339,72.56743036798406,73.86223602294922,71636000,73.75337983468464,75.98076651865603,73.24925217819678,74.81011962890625,173788400
2020-02-04,169.770986075543,173.12538628617733,168.97551227070966,172.62701416015625,36433300,72.46182298123878,73.10199650551328,70.84468413309284,72.00946044921875,95880000,76.42188260936533,77.47135157736116,76.0147017269092,77.27987670898438,136616400
2020-02-05,176.37433399723704,176.53726022680485,170.9881311909738,172.4161376953125,39186300,72.91617074068874,72.96449562114519,71.22580336725193,72.04134368896484,36376000,78.41174339074298,78.71228800097798,77.30411523535007,77.91004180908203,118826800
2020-02-06,173.44166483324778,176.17311092953105,172.56951724471946,175.9910125732422,27751400,72.33676825821126,73.81042993755283,72.26204220223194,73.53193664550781,37822000,78.18150305148818,78.82378380047356,77.62162743665891,78.82135772705078,105425600
2020-02-07,175.24347413113577,177.90782539119806,174.8888561295701,176.24020385742188,33529100,73.10449541727816,73.9942677344084,73.00585396908144,73.6883773803711,28360000,78.31844658012572,78.568680490216,77.25677448183865,77.74995422363281,117684000
