Date,Open,High,Low,Close,Volume
2023-01-03,128.92423659950236,129.53777972145332,122.87781986866916,123.7684555053711,112117500
2023-01-04,125.56952732872513,127.32111217332934,123.77836538537261,125.0450439453125,89113600
2023-01-05,125.80702181866339,126.44036106917035,123.46169000194207,123.71897888183594,80962700
2023-01-06,124.69866253070737,128.9341133916564,123.59031523952562,128.27108764648438,87754700
2023-01-09,129.1122704426922,132.02167786788954,128.53830437717716,128.79559326171875,70790800
2023-01-10,128.90444246439094,129.89403595356941,126.78671300154889,129.3695526123047,63896200
2023-01-11,129.8841504007418,132.12062633545213,129.1023781585197,132.10084533691406,69458900
2023-01-12,132.4867623033838,132.8627975077432,130.07215211751455,132.0216522216797,71379600
2023-01-13,130.656019148829,133.5159435530184,130.28987441230564,133.35760498046875,57809700
2023-01-17,133.42689544295402,135.86128703391867,132.73418300243557,134.5253448486328,63646600
2023-01-18,135.39619418728472,137.16755996413974,133.62481331043077,133.80294799804688,69672800
2023-01-19,132.68470123913258,134.8321173698302,132.37792966331844,133.86231994628906,58280400
2023-01-20,133.8721983331851,136.583689774084,132.8232317107928,136.43524169921875,80223600
2023-01-23,136.68266543769153,141.82856432193728,136.46495363412728,139.6415557861328,81760300
2023-01-24,138.8498542672173,141.67020163390134,138.83996376873685,141.0467529296875,66435100
2023-01-25,139.42380601424443,140.9477731241825,137.36545004108407,140.3837127685547,65799300
2023-01-26,141.6801265924633,142.7488895882088,140.42333837987348,142.4619140625,54105100
2023-01-27,141.6702137400347,145.69785156540507,141.59104444543297,144.411376953125,70555800
2023-01-30,143.45148125337437,144.03533779783174,141.36343835201114,141.51187133789062,64015300
2023-01-31,141.21498687709317,142.83791958375357,140.79935942660674,142.78843688964844,65874500
2023-02-01,142.47178209857688,145.08430842068046,139.8493652771468,143.9165802001953,77663600
2023-02-02,147.35047067319957,149.60674271507267,146.62807162382762,149.25050354003906,118339000
2023-02-03,146.4895254643634,155.74223078414798,146.29160978319123,152.89219665527344,154357300
2023-02-06,150.98230158746472,151.5067849832526,149.21092060169065,150.15103149414062,69858300
2023-02-07,149.072369515728,153.61460021760152,149.072369515728,153.04063415527344,83322600
2023-02-08,152.2786757504775,152.97138828573426,149.59687031398255,150.3390655517578,64120100
2023-02-09,152.17967780621382,152.72395721753742,148.85464324794316,149.29995727539062,56007100
2023-02-10,148.13050221771812,149.99376860779552,147.89263166612992,149.6667022705078,57450700
2023-02-13,149.60723296363568,152.88778669579239,149.57750103615223,152.4814453125,62199000
2023-02-14,150.76679417039543,152.40212547908195,149.51800808989614,151.83718872070312,61707600
2023-02-15,151.74801937795763,154.11675866505783,151.52006956422687,153.94827270507812,65573800
2023-02-16,152.14443364408874,154.93935535973205,151.985868430853,152.34266662597656,68167900
